td_client_id,street,city,state,time
0a9cd1f7-885e-43a5-aa4c-773f89949c75,Barnett,North Las Vegas,NV,1554347001
9fc70e54-abfb-4d97-9f8b-5e0a7281fd0d,High Crossing,Colorado Springs,CO,1554347001
82a2cb48-6f35-4891-e54f-aa197f9bf347,Linden,London,KY,1554347001
27417dbb-3e20-46a6-a5ce-395c16db51d0,Namekagon,White Plains,NY,1554347001
7c3f371e-0eac-4a4d-b4a2-1a70e4c660a8,Green,Tampa,FL,1554347001
a4564f22-02d6-412d-8fcd-c7d6250691ce,Fuller,Fort Lauderdale,FL,1554347001
580bc030-0a13-4981-95ce-fa876505138f,Sugar,Houston,TX,1554347001
2aaa0d01-ed5b-415b-d35b-c94ec71c525e,Dryden,Portsmouth,NH,1554347001
5e3d806e-ce65-4cb1-b468-b6773f2e83f9,Clarendon,Dearborn,MI,1554347001
983ecf25-885e-43a5-aa4c-773f89949c75,8th,Gastonia,NC,1554347001
cd743c1c-6c09-4079-a501-7d09f803d861,Steensland,Fort Lauderdale,FL,1554347001
78d58e63-cdf5-4235-a85d-577c5f967ca6,Scott,Houston,TX,1554347001
1e13ec73-e766-4f12-9b5d-6e2d669d9587,Grim,Syracuse,NY,1554347001
394698fd-459a-489e-9a76-42d8d0d594da,Grim,Birmingham,AL,1554347001
ab2cc1c9-4b64-4b48-ddfc-14cb3e78d41e,Warrior,Sacramento,CA,1554347001
384ce9df-9555-41c4-a4e4-dba82cd6bb21,Oak,Panama City,FL,1554347001
0993d0a5-2b32-414b-ab11-ff4963518b67,Browning,Birmingham,AL,1554347001
dfd5a198-fbb1-4661-abc2-8273005eaa76,Fordem,Garden Grove,CA,1554347001
8527dc17-03e6-4c51-a73b-df99632c6d5e,Dunning,Lincoln,NE,1554347001
088f6a6b-f8b9-4b3b-8167-5710d66a1171,Cascade,Schenectady,NY,1554347001
14d09402-ba94-44fc-befe-8e6f31f8ee88,Corscot,Miami Beach,FL,1554347001
23e5c562-75e9-455c-867c-54e358870d75,Brickson Park,Houston,TX,1554347001
d039689a-234a-456a-8c77-3f89949c75cd,Oneill,Philadelphia,PA,1554347001
29774e2c-e8ab-43fd-bc3a-eae1017a72f4,Ramsey,Portland,OR,1554347001
eca74d1d-d6c1-4405-923e-6943417b92d3,Cordelia,Bismarck,ND,1554347001
d5d3d1bb-bdab-4fe3-a4a7-350260cda95f,Rigney,Erie,PA,1554347001
721fef8a-1d14-4f20-d47d-bc93ee860cb7,Continental,Waterbury,CT,1554347001
8d1f5888-234a-456a-8c77-3f89949c75cd,Mockingbird,Tucson,AZ,1554347001
126bca7f-d527-487d-b1ab-61d31575e1fd,Dovetail,Charlotte,NC,1554347001
5ab9433a-56b3-44e3-a56a-4c773f89949c,Myrtle,Salem,OR,1554347001
36487488-c780-4164-8c3e-bfe268bf0ec5,Goodland,Akron,OH,1554347001
cb086ed7-f60f-45f5-a5a5-41595f083f8c,Kinsman,Seattle,WA,1554347001
545c6469-2f3d-4b6c-adaa-2257d0502d84,Express,Colorado Springs,CO,1554347001
e1142048-0009-4e67-bd3e-c7728be814e9,Sycamore,Saint Louis,MO,1554347001
00f77805-dbac-400b-9d75-a0f4e2151c8a,Armistice,Salt Lake City,UT,1554347001
c809e059-1354-48f6-ac51-649ae2b918d2,Granby,Newark,NJ,1554347001
018e412a-9f8e-4628-b38b-1eb664cb9e7f,Parkside,Dallas,TX,1554347001
4d7eee0f-5027-473f-ee57-25d6dcd26fc7,Clarendon,Corpus Christi,TX,1554347001
5ae222c0-49db-4142-916a-a5d0a24bf27c,Dennis,Seattle,WA,1554347001
bffacfe9-6aa2-4306-b25b-85daac276135,Butterfield,Sacramento,CA,1554347001
f2d417ed-5aad-40ca-91cd-98cff7b3864f,Armistice,Sacramento,CA,1554347001
94087484-abc0-4026-83e5-e3ae5199abce,Chive,Lubbock,TX,1554347001
b03a735b-b093-4fe3-83ea-37791988f572,Pepper Wood,Lexington,KY,1554347001
2e812e05-437d-4de6-b6b7-2b3c298e1e51,Mockingbird,Schenectady,NY,1554347001
8c1c5db5-c021-450e-b798-ce7d823e8826,Fordem,Atlanta,GA,1554347001
105d7a97-64d9-4c8d-b84c-3e31b5c4523b,Graedel,Dayton,OH,1554347001
de099aa5-bffc-45cb-9d09-3e4efe669129,Rigney,Reading,PA,1554347001
2654f54b-4a42-44bd-8939-37d65a558b79,Bellgrove,San Francisco,CA,1554347001
b6723c19-9f4a-4288-bfe6-69e6a024bd14,Elka,Erie,PA,1554347001
bba5cd3e-8659-4856-b50a-351676b7fad4,Melby,San Diego,CA,1554347001
5f3501e1-db91-49fa-a116-690de59b85d6,Ruskin,Wichita Falls,TX,1554347001
7316fc72-d336-4ebf-87fa-a6b25e127709,Elgar,Milwaukee,WI,1554347001
a15d34ac-fdce-4e0f-8cf0-4057aaada321,Utah,Cleveland,OH,1554347001
9873e706-a8b4-4b5d-aa9e-e77123fbf072,Ruskin,Fort Lauderdale,FL,1554347001
26592008-ccef-469a-871a-52337ef9d711,Mayfield,Flushing,NY,1554347001
0b86f405-b445-4a07-b3e4-5de180b0026f,Old Gate,Pensacola,FL,1554347001
0632da96-3d4e-45f7-a21a-e9dacef5d9ec,Anniversary,Saint Paul,MN,1554347001
a0fb5fb6-885e-43a5-aa4c-773f89949c75,5th,Peoria,AZ,1554347001
b50b323d-53ba-47a8-8050-ffa78892fae4,Bonner,Salt Lake City,UT,1554347001
757518ed-ee9d-4215-8d97-aa119fde1f03,Carpenter,Washington,DC,1554347001
785c2b8f-2512-4095-b593-e692cf1da218,Toban,Louisville,KY,1554347001
7aba087f-a4b2-4a99-bd00-c3e4866d5b1e,Forest Dale,San Antonio,TX,1554347001
683656d9-2767-4420-99a6-7eefc50cdc72,Westerfield,Santa Monica,CA,1554347001
95113b7f-a193-45cc-9ab6-85506a0ea4af,Menomonie,Saint Paul,MN,1554347001
18259449-c8da-417f-d42b-1003f7d77a84,Parkside,Juneau,AK,1554347001
34fbfa33-3108-4f55-be8c-a2a9aa2e91ef,Di Loreto,Phoenix,AZ,1554347001
9173c275-22f3-4b31-8989-398824ff2797,Weeping Birch,Washington,DC,1554347001
a3573b0a-6f18-485b-aa9e-91ef80169a79,Daystar,Tulsa,OK,1554347001
ab310c72-4581-4e70-bb25-69bd83f0d691,Schiller,Cincinnati,OH,1554347001
53762cfc-7869-43ad-bfc8-5a9a930fbc8b,Spaight,Champaign,IL,1554347001
046326d5-b142-4340-a75d-1f25e06f3540,Washington,Boise,ID,1554347001
aa7b5974-7584-43b5-bd24-15aee53e3829,Cambridge,Bloomington,IN,1554347001
ea91e880-43cb-44d2-8ac3-2402c319f6b2,Surrey,Fairfax,VA,1554347001
51a4bc83-7379-4259-ba1b-dcfd12346406,Hoepker,Mobile,AL,1554347001
39646816-5ddd-411c-8f89-3c7f5cac18f3,Twin Pines,Annapolis,MD,1554347001
230ee6f8-fa18-483b-aa51-98e590cb251f,Center,Katy,TX,1554347001
b4816cf1-1f66-4a4c-b73f-89949c75cda0,Schlimgen,San Antonio,TX,1554347001
aab7a607-885e-43a5-aa4c-773f89949c75,Buell,Houston,TX,1554347001
52fc7852-ab89-47f4-f73c-0a74065c1b6f,Heffernan,Dallas,TX,1554347001
13e2f085-333c-40f2-8a47-a7d4d3b285e2,Northwestern,New Haven,CT,1554347001
e6da986b-9e82-4f7b-9b1c-d01665a6dbda,Old Gate,Topeka,KS,1554347001
0873707d-ac42-41b1-9004-ddad25bc1cba,Chive,Tacoma,WA,1554347001
223e7e54-53ce-48a9-917c-ff00fe1de56c,Dryden,Albany,NY,1554347001
839fe1f4-0048-4eec-8a6a-9809b0167156,Lakewood Gardens,Flushing,NY,1554347001
0756f5d4-4440-4e5d-91e2-5dec97d18be0,Brickson Park,Shreveport,LA,1554347001
a278fb72-7462-4c48-b504-909fb663339a,Lien,Durham,NC,1554347001
25718f78-ee03-452c-889a-8c421002bf9c,Elka,Cincinnati,OH,1554347001
545fca3c-d32d-4059-8dfe-511410e40d33,Elgar,Kent,WA,1554347001
a3979eb8-d4e1-4085-86bf-ff704d3ec865,Kedzie,El Paso,TX,1554347001
0aa5f6f5-6782-4f10-d847-f645aec4b0b6,Crowley,Carol Stream,IL,1554347001
a962e80d-1c05-448a-863e-25e26fa95edc,Sachtjen,Bismarck,ND,1554347001
19a32cce-5d0b-4c62-a6d4-825a0c57e715,Everett,New York City,NY,1554347001
c871a888-9b96-4a4a-fd91-2a1aa03c1b25,Merchant,Hartford,CT,1554347001
d9dd2533-3525-4a68-9ccf-944dbfc2e5ff,Moland,Fayetteville,NC,1554347001
9f4bc32d-61e4-4965-93e9-30340597cbfd,Ilene,Brockton,MA,1554347001
2f108620-30df-4609-b9a6-287671af1230,Sunnyside,Charleston,SC,1554347001
093d1b00-64f8-48a7-a5b5-0b322209f54a,Havey,Atlanta,GA,1554347001
5d578390-6e0f-48eb-aab5-534e87139666,Roxbury,Humble,TX,1554347001
a4d800f2-3864-44bf-b1b6-9f6f0edab39e,Fallview,Houston,TX,1554347001
579d53a9-4bd7-41bc-be82-2690ba50f42a,Dapin,Seattle,WA,1554347001
07085a18-a10a-459e-880e-38e09d8023dc,Eastlawn,Augusta,GA,1554347001
b9662d99-ccab-489b-a64e-e39915d7cd52,Dapin,Loretto,MN,1554347001
65d2d2c3-234a-456a-8c77-3f89949c75cd,Mockingbird,Austin,TX,1554347001
d1d9a15d-8dfa-4eef-a422-382d31e408d7,New Castle,Charlotte,NC,1554347001
67bb46c4-ed6f-4c89-b5d6-8f06a6c24817,2nd,Houston,TX,1554347001
2964274a-a2b9-4946-b0a8-d34e5573e3be,Gateway,El Paso,TX,1554347001
e0bfe030-08df-49d6-da01-6accb9eb9a9b,Burning Wood,Fort Smith,AR,1554347001
c3644976-ab05-417a-9548-f8d2bae01cb5,Lawn,Schaumburg,IL,1554347001
99af0a4f-5b74-4069-bddb-b23a13c6045e,Kim,Dallas,TX,1554347001
e4ab83df-9507-4e86-a8bc-e91eb38605ea,Lake View,Garland,TX,1554347001
1519ff66-eed7-4ec3-ad2d-9a21cdbffb7b,Vermont,Bakersfield,CA,1554347001
84b8fe0a-d5f8-4670-9228-ee389d41af97,Stang,Oakland,CA,1554347001
b94bee6e-0faa-4ccf-8736-2e8966c46a3b,Judy,Indianapolis,IN,1554347001
c97a76b4-9510-4a2e-9c18-ad329193bdcd,Everett,El Paso,TX,1554347001
9309df5b-7444-408f-c4b5-576809ca568c,Northridge,Marietta,GA,1554347001
12fa56ec-08ee-4cb0-9d46-14102ce7d8c5,Morning,San Diego,CA,1554347001
ee01be2b-eff1-4464-ab00-7df7694b5c1b,Stoughton,Los Angeles,CA,1554347001
c2c18e99-6402-403c-b565-1ef045270de2,Gulseth,Atlanta,GA,1554347001
4b1abe36-c049-4082-a7d3-876ea1316371,Dapin,Washington,DC,1554347001
a799087f-606f-46d2-cd08-e4c7ae66a842,Miller,Bozeman,MT,1554347001
d9570803-1f66-4a4c-b73f-89949c75cda0,Pepper Wood,Kansas City,MO,1554347001
dd4b2929-5a2c-4456-b4b7-798af8eac13e,Bluejay,Pasadena,CA,1554347001
8d848955-885e-43a5-aa4c-773f89949c75,Shopko,Miami,FL,1554347001
d8398600-73fd-4c22-8262-f418d0ce1d97,Anderson,Bethesda,MD,1554347001
00d8af82-e4c1-4f39-9d3e-c88205496893,Di Loreto,Springfield,MA,1554347001
05a20230-0ab6-4e0b-b6b6-ded01adb6e74,Ronald Regan,Houston,TX,1554347001
f620dde7-d4e4-4a9b-d528-dae0ce4e29ac,Granby,Yakima,WA,1554347001
7c0359b1-17a5-4af0-847e-de1dc34f0e5b,8th,Harrisburg,PA,1554347001
e69a762a-1290-4778-a2fb-8a8fc7e4da00,Farragut,New Orleans,LA,1554347001
c0b19b09-1a1e-48ad-a223-318674a69c4a,Lake View,Fort Worth,TX,1554347001
6385a304-213a-49e9-a9b9-ce05fb80aa1c,Clyde Gallagher,Minneapolis,MN,1554347001
513ff63b-8966-40aa-97b4-a821992b18a3,Tomscot,Oklahoma City,OK,1554347001
ba8faadd-33cd-401c-a861-e0ede38e79d4,Oak Valley,Albuquerque,NM,1554347001
a25ce6e5-f789-4ba0-a848-9ad2d538c0c8,Petterle,Longview,TX,1554347001
2bfd8d25-885e-43a5-aa4c-773f89949c75,Darwin,Waltham,MA,1554347001
851dfbbe-9b67-4b61-a648-6feea80d4174,Tennessee,Homestead,FL,1554347001
00113c9c-852c-4395-b721-8f60c399017f,Dryden,Metairie,LA,1554347001
15ddb1d6-7902-4b7c-8a7f-d9910d9af5bf,Porter,New York City,NY,1554347001
7003aed1-4294-4713-a2ff-43ff918c680c,Cambridge,Washington,DC,1554347001
7041e6f5-914c-4477-bd84-7e238bbdeb21,Fuller,New Orleans,LA,1554347001
6bc15817-684d-4a69-943c-4a3fa641a5b1,Glendale,Nashville,TN,1554347001
8f37d3b9-e7e5-4cb4-b7ab-e7e4aa15d095,Marcy,Saint Cloud,MN,1554347001
b0d5b240-b990-430f-8983-d550b9c3eb24,Warbler,Jamaica,NY,1554347001
8b7cc562-4159-41d1-8582-8a1196b3303b,Packers,Tallahassee,FL,1554347001
86191692-47cd-42ae-9e21-eea756f533e6,Schurz,Memphis,TN,1554347001
8768750c-c7d4-493e-a9a6-34df64d3e1fd,Merry,Tacoma,WA,1554347001
0d847360-711c-4f68-ad6b-9ccddbc72cc0,Springview,Evansville,IN,1554347001
004b7411-3417-4338-f0cb-ee31d88ff541,Scoville,Jefferson City,MO,1554347001
6aef2483-1f66-4a4c-b73f-89949c75cda0,Armistice,Austin,TX,1554347001
e7690b28-d536-4fd8-9f5a-209b5bb594f8,Mockingbird,Waterbury,CT,1554347001
e0bd933a-e6de-4b46-bcd9-a028760be812,Magdeline,Salt Lake City,UT,1554347001
4d1903bf-bb0a-48ef-b850-c2585bdc8ba4,Forest,Texarkana,TX,1554347001
f67093a6-9ace-4403-fa02-c32c9a8e9a81,Leroy,Baltimore,MD,1554347001
b97194f2-5863-4eee-a713-67546ec0f81f,Londonderry,Saint Petersburg,FL,1554347001
62c30c46-631b-4be1-9c9b-bd9569196aff,Bobwhite,Austin,TX,1554347001
4a2814dc-873e-457d-a34e-75c76e94eaec,Holmberg,Chicago,IL,1554347001
ea1f3cf2-9cd2-4032-967a-5f00af8565a1,Tony,Pensacola,FL,1554347001
11214c85-3070-4507-897e-ae18942e545f,Packers,San Antonio,TX,1554347001
57875e68-885e-43a5-aa4c-773f89949c75,Manufacturers,Louisville,KY,1554347001
6096ca88-234a-456a-8c77-3f89949c75cd,Pepper Wood,Montgomery,AL,1554347001
9ca2376f-a048-4f86-a9eb-e9243e0e3e17,Monica,Lansing,MI,1554347001
9384f9c3-885e-43a5-aa4c-773f89949c75,Fair Oaks,Chicago,IL,1554347001
a5eb5004-2b9c-4e1e-950d-9cfcdb36bd1f,Northview,Springfield,IL,1554347001
